text,canonical_form_1,canonical_form_2,canonical_form_3,category_1,severity_rating,severity_description
flamer,flamer,,,sexual,2.0,Strong
flamers,flamer,,,sexual,2.8,Severe
focker,fuck,,,sexual,2.0,Strong
fook,fuck,,,sexual,1.6,Strong
fooker,fuck,,,sexual,1.8,Strong
fookuh,fuck,,,sexual,1.8,Strong
forked,fuck,,,sexual,1.0,Mild
fothermuckers,motherfucker,,,sexual,1.8,Strong
fuc,fuck,,,sexual,1.6,Strong
fucc,fuck,,,sexual,2.0,Strong
fucca,fuck,,,sexual,2.0,Strong
fuccers,fuck,,,sexual,2.2,Strong
fuccing,fuck,,,sexual,2.6,Severe
fuccs,fuck,,,sexual,2.0,Strong
Fuck,fuck,,,sexual,2.0,Strong
fuck arse,fuck,arse,,sexual,2.4,Strong
fuck face,fuck,,,sexual,2.4,Strong
fuck faces,fuck,,,sexual,2.2,Strong
fuck goblin,fuck,,,sexual,2.2,Strong
fuck head,fuck,,,sexual,2.4,Strong
fuck off,fuck,,,sexual,2.0,Strong
fuck up,fuck,,,sexual,1.8,Strong
fuck y0u,fuck,,,sexual,2.4,Strong
fuck you,fuck,,,sexual,2.4,Strong
fuck your,fuck,,,sexual,2.4,Strong
fuck your mother,fuck,motherfucker,,sexual,2.8,Severe
fucka,fuck,,,sexual,2.2,Strong
fuckahs,fuck,,,sexual,2.0,Strong
fuckass,fuck,ass,,sexual,2.4,Strong
fuckasses,fuck,ass,,sexual,2.4,Strong
fuckaz,fuck,ass,,sexual,2.2,Strong
fuckbag,fuck,,,sexual,2.6,Severe
fuckboy,fuck,,,sexual,2.6,Severe
fucked,fuck,,,sexual,1.8,Strong
fucked up,fuck,,,sexual,2.2,Strong
fuckem,fuck,,,sexual,2.2,Strong
fucker,fuck,,,sexual,2.2,Strong
fucker off,fuck,,,sexual,2.0,Strong
fuckers,fuck,,,sexual,2.4,Strong
fuckface,fuck,,,sexual,2.2,Strong
fuckfaces,fuck,,,sexual,2.2,Strong
fuckhead,fuck,,,sexual,2.2,Strong
fuckheaded,fuck,,,sexual,2.6,Severe
fuckheads,fuck,,,sexual,2.6,Severe
fuckin,fuck,,,sexual,2.0,Strong
fucking,fuck,,,sexual,2.2,Strong
fucking A,fuck,,,sexual,2.4,Strong
fucking asshole,fuck,ass,,sexual,2.8,Severe
fucking bastard,fuck,bastard,,sexual,2.4,Strong
fucking hell,fuck,hell,,bad language,2.0,Strong
fucking me,fuck,,,sexual,2.2,Strong
fucking retard,fuck,retard,,sexual,3.0,Severe
fucking shit,fuck,shit,,sexual,1.8,Strong
fuckk,fuck,,,sexual,2.2,Strong
fuckless,fuck,,,sexual,2.0,Strong
fuckmachine,fuck,,,sexual,2.0,Strong
fucknuckle,fuck,,,sexual,2.4,Strong
fucks,fuck,,,sexual,2.0,Strong
fuckshit,fuck,shit,,sexual,2.4,Strong
fuckshitface,fuck,shit,,sexual,2.4,Strong
fuckshithead,fuck,shit,,sexual,2.8,Severe
fuckstar,fuck,,,sexual,2.2,Strong
fuckster,fuck,,,sexual,2.2,Strong
fuckstick,fuck,,,sexual,2.2,Strong
fucktard,fuck,retard,,sexual,2.8,Severe
fucktards,fuck,retard,,sexual,2.6,Severe
fuckup,fuck,,,sexual,2.0,Strong
fuckwad,fuck,,,sexual,2.2,Strong
fuckwhore,fuck,whore,,sexual,2.6,Severe
fucs,fuck,,,sexual,2.4,Strong
fucx,fuck,,,sexual,2.2,Strong
fudgefucker,fudge packer,fuck,,sexual,3.0,Severe
fudgepacker,fudge packer,,,sexual,2.4,Strong
fudgepackers,fudge packer,,,sexual,2.2,Strong
fudgepackershitter,fudge packer,shit,,sexual,3.0,Severe
fudgepacking fucker,fudge packer,fuck,,sexual,3.0,Severe
fugged,fuck,,,sexual,1.8,Strong
fugger,fuck,,,sexual,2.0,Strong
fuggerz,fuck,,,sexual,2.6,Severe
fuggings,fuck,,,sexual,2.0,Strong
fugly,fuck,,,physical attributes,1.4,Mild
fuk,fuck,,,sexual,2.0,Strong
fuk1n,fuck,,,sexual,2.0,Strong
fuk1ng,fuck,,,sexual,2.2,Strong
fukcs,fuck,,,sexual,2.0,Strong
fuker,fuck,,,sexual,2.2,Strong
fukheads,fuck,,,sexual,2.0,Strong
fukin,fuck,,,sexual,2.2,Strong
fuking,fuck,,,sexual,2.0,Strong
fukk,fuck,,,sexual,2.0,Strong
fukka,fuck,,,sexual,2.2,Strong
fukked,fuck,,,sexual,2.0,Strong
fukker,fuck,,,sexual,2.0,Strong
fukkers,fuck,,,sexual,2.0,Strong
fukking,fuck,,,sexual,2.0,Strong
fukkings,fuck,,,sexual,2.0,Strong
fukkuh,fuck,,,sexual,2.2,Strong
fuks,fuck,,,sexual,2.2,Strong
fuku,fuck,,,sexual,2.6,Severe
fukwhore,fuck,whore,,sexual,2.8,Severe
fukwit,fuck,,,sexual,2.2,Strong
full of shit,shit,,,violence / violence,1.0,Mild
funbags,funbags,,,sexual,1.0,Mild
fuq,fuck,,,sexual,1.8,Strong
futhamucka,motherfucker,,,sexual,2.6,Severe
fux,fuck,,,sexual,2.2,Strong
fux0r,fuck,,,sexual,2.0,Strong
fvck,fuck,,,sexual,1.8,Strong
fvck you,fuck,,,sexual,2.2,Strong
fvcka,fuck,,,sexual,2.0,Strong
fvckbunny,fuck,,,sexual,2.2,Strong
fvcker,fuck,,,sexual,2.4,Strong
fvckers,fuck,,,sexual,2.2,Strong
fvckin,fuck,,,sexual,1.8,Strong
fvcking,fuck,,,sexual,2.0,Strong
fvckker bunny,fuck,,,sexual,2.2,Strong
fvckwhi,fuck,,,sexual,2.2,Strong
fxck,fuck,,,sexual,1.6,Strong
fxcked,fuck,,,sexual,2.0,Strong
fxcker,fuck,,,sexual,2.2,Strong
fxcking,fuck,,,sexual,2.2,Strong
g@y b1tch,bitch,gay,,sexual,2.6,Severe
g@ylord,gay,,,sexual,1.8,Strong
g@yshit,shit,gay,,sexual,2.6,Severe
g0ddamn,damn,,,religion,1.2,Mild
g0ddamned,damn,,,religion,1.6,Strong
g0ddamnit,damn,,,religion,1.0,Mild
gash-stabber,gash-stabber,,,sexual,2.0,Strong
gay ass,gay,ass,,sexual,2.6,Severe
gay bitch,gay,bitch,,sexual,2.6,Severe
gay fuck,fuck,gay,,sexual,2.6,Severe
gay fucker,fuck,gay,,sexual,2.8,Severe
gay shit,gay,shit,,violence / violence,1.8,Strong
gay wad,gay,,,sexual,2.0,Strong
gayest,gay,,,sexual,1.0,Mild
gaylord,gay,,,sexual,1.6,Strong
gaylords,gay,,,sexual,2.2,Strong
gayness,gay,,,sexual,1.4,Mild
gaysian,gay,,,sexual,2.6,Severe
gaytard,gay,retard,,sexual,2.8,Severe
geebag,garbage bag,,,sexual,1.8,Strong
get fucked,fuck,,,sexual,2.4,Strong
gin jockey,gin jockey,,,sexual,2.0,Strong
girlieboy,girlyboy,,,sexual,1.4,Mild
girly bits,girly bits,,,sexual,1.0,Mild
girlyboy,girlyboy,,,sexual,1.4,Mild
go fuck yourself,fuck,,,sexual,2.6,Severe
go to hell,hell,,,bad language,1.0,Mild
gobshite,shit,,,violence / violence,1.8,Strong
god dammit,damn,,,religion,1.6,Strong
god damn,damn,,,religion,1.4,Mild
god damn it,damn,,,religion,1.8,Strong
god damned,damn,,,religion,1.2,Mild
god damnit,damn,,,religion,2.2,Strong
god-dam,damn,,,religion,1.2,Mild
god-damned,damn,,,religion,1.4,Mild
godamnit,damn,,,religion,2.0,Strong
godd@amn,damn,,,religion,1.4,Mild
godd@mnit,damn,,,religion,1.4,Mild
goddammit,damn,,,religion,1.0,Mild
goddamn,damn,,,religion,1.6,Strong
goddamn mothafuckers,motherfucker,damn,,sexual,2.8,Severe
goddamn son of a bitch,damn,bitch,,religion,2.2,Strong
goddamn son-of-a-bitch,damn,bitch,,religion,1.4,Mild
goddamned,damn,,,religion,1.8,Strong
goddamnit,damn,,,religion,1.6,Strong
gook,gook,,,bad language,2.8,Severe
gowl,gowl,,,bad language,1.6,Strong
greaser,greaser,,,bad language,1.0,Mild
groid,groid,,,bad language,2.0,Strong
groper,grope,,,sexual,1.4,Mild
gyp,gypsy,,,bad language,2.0,Strong
harry palms,harry palms,,,sexual,1.6,Strong
heeb,hebe,,,bad language,2.2,Strong
higg@,nigger,,,bad language,2.6,Severe
higg3r,nigger,,,bad language,2.8,Severe
higga,nigger,,,bad language,2.8,Severe
higger,nigger,,,bad language,2.6,Severe
higgers,nigger,,,bad language,3.0,Severe
hoar,whore,,,sexual,1.8,Strong
hoe,hoe,,,sexual,2.0,Strong
hoe-asses,hoe,ass,,sexual,2.2,Strong
hoebag,hoe,,,sexual,2.0,Strong
hoes,hoe,,,sexual,2.0,Strong
holy fuck,fuck,,,sexual,2.0,Strong
homo,homosexual,,,sexual,2.2,Strong
homo asses,homosexual,ass,,sexual,2.8,Severe
homos,homosexual,,,sexual,2.2,Strong
hooters,hooters,,,sexual,1.0,Mild
horse shit,shit,,,violence / violence,1.2,Mild
horse's asses,ass,,,sexual,1.4,Mild
horseshit,shit,,,violence / violence,1.2,Mild
hustler,hustler,,,bad language,1.0,Mild
injun,injun,,,bad language,2.4,Strong
j-offs,jerk off,,,sexual,1.4,Mild
j3rk,jerk,,,bad language,1.0,Mild
ja!lbait,jailbait,,,sexual,1.0,Mild
ja1lbait,jailbait,,,physical attributes,1.0,Mild
Jack off,jackoff,,,sexual,1.4,Mild
jack-off,jack off,,,sexual,1.2,Mild
jack-offs,jack off,,,sexual,1.4,Mild
jackarse,arse,,,sexual,1.0,Mild
jackass,ass,,,animal references,1.0,Mild
jackasses,ass,,,sexual,1.0,Mild
jackasss,ass,,,animal references,1.2,Mild
jackoff,jack off,,,sexual,2.0,Strong
jackoffs,jack off,,,sexual,1.2,Mild
jackoffz,jack off,,,sexual,1.6,Strong
jagoff,jack off,,,sexual,1.0,Mild
jailba!t,jailbait,,,physical attributes,1.6,Strong
jailbait,jailbait,,,sexual,1.0,Mild
jap,jap,,,bad language,2.8,Severe
jerk off,jerk off,,,sexual,1.0,Mild
jerk-0ff,jerk off,,,sexual,1.2,Mild
jerk-0ffs,jerk off,,,sexual,1.4,Mild
jerk-off,jerk off,,,sexual,1.2,Mild
jerk-offs,jerk off,,,sexual,1.0,Mild
jerking off,jerk off,,,sexual,1.0,Mild
jerkoff,jerk off,,,sexual,1.6,Strong
jerkoff jerking off,jerk off,,,sexual,1.2,Mild
jerkoffs,jerk off,,,sexual,1.2,Mild
jerks off,jerk off,,,sexual,1.4,Mild
jewboy,jew,,,bad language,2.8,Severe
jigaboo,jiggaboo,,,bad language,2.4,Strong
jigaboos,jiggaboo,,,bad language,2.8,Severe
jigga,jiggaboo,nigger,,bad language,2.4,Strong
jiggaboo,jiggaboo,,,bad language,3.0,Severe
jiggabooboo,jiggaboo,,,bad language,2.4,Strong
jiggaboos,jiggaboo,,,bad language,3.0,Severe
jiggabu,jiggaboo,,,bad language,3.0,Severe
jiggas,jiggaboo,,,bad language,2.8,Severe
jigger,jiggaboo,nigger,,bad language,3.0,Severe
jiggerboo,jiggaboo,,,bad language,2.6,Severe
jiggerboos,jiggaboo,,,bad language,3.0,Severe
jiggs,jiggaboo,,,bad language,2.6,Severe
jiggyboo,jiggaboo,,,bad language,3.0,Severe
jigro,jiggaboo,nigger,,bad language,2.8,Severe
jim crow,jim crow,,,bad language,1.4,Mild
jizz,jizz,,,violence / violence,1.6,Strong
jizz eater,jizz,,,sexual,2.4,Strong
jizz licker,jizz,,,sexual,2.4,Strong
jizz-jockey,jizz,,,violence / violence,2.2,Strong
jizzbags,jizz,,,violence / violence,2.4,Strong
jizzed,jizz,,,violence / violence,2.0,Strong
jizzes,jizz,,,violence / violence,2.2,Strong
jizzfucker,fuck,jizz,,violence / violence,2.6,Severe
jizzing,jizz,,,violence / violence,1.6,Strong
jizzsacks,jizz,,,sexual,1.8,Strong
jizzstain,jizz,,,violence / violence,2.8,Severe
jizzy,jizz,,,violence / violence,1.6,Strong
k!k3,kike,,,bad language,2.6,Severe
k!ke,kike,,,bad language,3.0,Severe
k..!ke,kike,,,bad language,3.0,Severe
k1k3,kike,,,bad language,3.0,Severe
k1ke,kike,,,bad language,2.8,Severe
kid diddler,diddle,,,sexual,3.0,Severe
kiddy touch,kidtoucher,,,sexual,1.8,Strong
kike,kike,,,bad language,3.0,Severe
kikes,kike,,,bad language,3.0,Severe
kiss ass,ass,,,sexual,1.0,Mild
kiss my ass,ass,,,sexual,1.6,Strong
kitty puncher,kitty puncher,,,sexual,2.2,Strong
kkk,kkk,,,bad language,1.8,Strong
klan,klan,,,bad language,1.8,Strong
klitoris,clit,,,sexual,1.0,Mild
kneegrows,negro,,,bad language,2.8,Severe
knickers,nigger,,,bad language,1.8,Strong
knob,knob,,,sexual,1.4,Mild
knob eater,knob,,,sexual,2.2,Strong
knob gobbler,knob,,,sexual,1.8,Strong
knob jockey,knob,,,sexual,1.8,Strong
knob-face,knob,,,sexual,1.6,Strong
knob-gobbler,knob,,,sexual,1.6,Strong
knob-head,knob,,,sexual,2.0,Strong
knob3d,knob,,,sexual,1.6,Strong
knob3nd,knob,,,sexual,1.2,Mild
knobd,knob,,,sexual,1.2,Mild
knobe,knob,,,sexual,1.0,Mild
knobead,knob,,,sexual,1.4,Mild
knobeads,knob,,,sexual,1.4,Mild
knobed,knob,,,sexual,1.4,Mild
knobeds,knob,,,sexual,1.8,Strong
knobend,knob,,,sexual,1.2,Mild
knobender,knob,,,sexual,2.2,Strong
knobends,knob,,,sexual,1.4,Mild
knobendy,knob,,,sexual,1.6,Strong
knobendz,knob,,,sexual,1.4,Mild
knober,knob,,,sexual,1.0,Mild
knobes,knob,,,sexual,1.2,Mild
knobgobbler,knob,,,sexual,1.8,Strong
knobhead,knob,,,sexual,1.6,Strong
knobheads,knob,,,sexual,1.6,Strong
knobjockies,knob,,,sexual,1.8,Strong
knobjocky,knob,,,sexual,2.2,Strong
knobjokey,knob,,,sexual,2.6,Severe
knobjokeys,knob,,,sexual,1.8,Strong
ku kluxer,ku kluxer,,,bad language,2.6,Severe
kyke,kike,,,bad language,3.0,Severe
l@dyb0i,ladyboy,,,sexual,2.2,Strong
l@dyb0y,ladyboy,,,sexual,2.0,Strong
l@dyboy,ladyboy,,,sexual,2.0,Strong
l3i + ch,bitch,,,sexual,1.2,Mild
l3i+ch,bitch,,,sexual,1.2,Mild
l3itch,bitch,,,sexual,1.4,Mild
l3itches,bitch,,,sexual,1.2,Mild
ladboys,ladyboy,,,sexual,1.4,Mild
ladboyz,ladyboy,,,sexual,1.4,Mild
ladiboy,ladyboy,,,sexual,2.2,Strong
lady-boy,ladyboy,,,sexual,2.6,Severe
ladyb0i,ladyboy,,,sexual,2.2,Strong
ladyb0y,ladyboy,,,sexual,2.4,Strong
ladyboy,ladyboy,,,sexual,2.2,Strong
ladyboys,ladyboy,,,sexual,2.4,Strong
ladyboyz,ladyboy,,,sexual,1.4,Mild
lesbo,lesbian,,,sexual,2.2,Strong
loose woman,loose,,,sexual,1.4,Mild
m@asterbated,masturbate,,,sexual,1.4,Mild
m@derfaker,motherfucker,,,sexual,2.8,Severe
m@derfuck,motherfucker,,,sexual,3.0,Severe
m@derfuckers,motherfucker,,,sexual,2.6,Severe
m0f0,motherfucker,,,sexual,2.0,Strong
m0f0s,motherfucker,,,bad language,2.4,Strong
m0fo,motherfucker,,,sexual,2.6,Severe
m0foes,motherfucker,,,bad language,2.2,Strong
m0fos,motherfucker,,,sexual,2.6,Severe
m0ng0l0id,mongoloid,,,bad language,2.2,Strong
m0ngoloid,mongoloid,,,bad language,2.2,Strong
m0thafucked,motherfucker,,,sexual,3.0,Severe
m0thafucker,motherfucker,,,sexual,3.0,Severe
m0thafucking,motherfucker,,,sexual,2.8,Severe
m0therfuckeds,motherfucker,,,sexual,2.8,Severe
m0therfucker,motherfucker,,,sexual,2.4,Strong
m0therfucking,motherfucker,,,sexual,3.0,Severe
m0therfvcker,motherfucker,,,sexual,3.0,Severe
man chowder,man chowder,,,violence / violence,1.0,Mild
man meat,meat,,,sexual,1.2,Mild
man seed,man seed,,,violence / violence,1.0,Mild
markasses,ass,,,sexual,2.0,Strong
meat curtains,meat curtains,,,sexual,2.0,Strong
meat-sword,meat,,,sexual,1.2,Mild
mecha fag,faggot,,,sexual,3.0,Severe
mega fag,faggot,,,sexual,2.8,Severe
mf'er,motherfucker,,,sexual,2.2,Strong
mf'ers,motherfucker,,,sexual,2.6,Severe
mf'ing,motherfucker,,,sexual,2.2,Strong
mfckers,motherfucker,,,sexual,2.2,Strong
MFer,motherfucker,,,sexual,1.8,Strong
MFers,motherfucker,,,sexual,2.8,Severe
mfing,motherfucker,,,sexual,1.8,Strong
mfk,motherfucker,,,sexual,1.6,Strong
mfs,motherfucker,,,sexual,2.2,Strong
mfukk,motherfucker,,,sexual,3.0,Severe
mfukker,motherfucker,,,sexual,2.8,Severe
milf,milf,,,sexual,1.8,Strong
mindfuck,motherfucker,,,sexual,2.2,Strong
mof0es,motherfucker,,,sexual,2.2,Strong
mof0s,motherfucker,,,bad language,2.6,Severe
mofcker,motherfucker,,,sexual,2.6,Severe
mofo,motherfucker,,,sexual,2.0,Strong
mofo ass,motherfucker,ass,,sexual,2.4,Strong
mofoes,motherfucker,,,bad language,2.0,Strong
mofos,motherfucker,,,sexual,2.0,Strong
mofoshit,motherfucker,shit,,sexual,2.2,Strong
mofuccers,motherfucker,,,sexual,2.4,Strong
mofucckers,motherfucker,,,sexual,2.4,Strong
mofuck,motherfucker,,,sexual,2.8,Severe
mofucker,motherfucker,,,bad language,2.0,Strong
mofuckkas,motherfucker,,,sexual,2.4,Strong
mofuk,motherfucker,,,bad language,2.2,Strong
mofukkas,motherfucker,,,sexual,2.4,Strong
molester,molest,,,sexual,2.2,Strong
mong,mong,,,bad language,1.8,Strong
mongoloid,mongoloid,,,bad language,2.2,Strong
mongrel,mongrel,,,bad language,2.6,Severe
motha fucka,motherfucker,,,sexual,2.8,Severe
motha fucker,motherfucker,,,sexual,2.4,Strong
motha fuckers,motherfucker,,,sexual,3.0,Severe
mothaf@cked,motherfucker,,,sexual,2.6,Severe
mothafcked,motherfucker,,,sexual,2.6,Severe
mothafcking,motherfucker,,,sexual,2.8,Severe
Mothafucc,motherfucker,,,sexual,2.8,Severe
mothafucced,motherfucker,,,sexual,2.6,Severe
mothafuccer,motherfucker,,,sexual,3.0,Severe
mothafuccing,motherfucker,,,sexual,3.0,Severe
mothafuck,motherfucker,,,sexual,2.8,Severe
mothafucka,motherfucker,,,sexual,2.8,Severe
mothafuckas,motherfucker,,,sexual,2.6,Severe
mothafuckasses,motherfucker,ass,,sexual,3.0,Severe
mothafuckaz,motherfucker,,,sexual,2.6,Severe
mothafuckazzes,motherfucker,,,sexual,3.0,Severe
mothafucked,motherfucker,,,sexual,2.8,Severe
mothafuckeds,motherfucker,,,sexual,2.8,Severe
mothafucker,motherfucker,,,sexual,3.0,Severe
mothafuckers,motherfucker,,,sexual,2.6,Severe
mothafuckin,motherfucker,,,sexual,2.6,Severe
mothafucking,motherfucker,,,sexual,3.0,Severe
mothafuckings,motherfucker,,,sexual,2.8,Severe
mothafuckins,motherfucker,,,sexual,2.6,Severe
mothafucks,motherfucker,,,sexual,2.8,Severe
mothafuckz,motherfucker,,,sexual,2.6,Severe
mothafvcked,motherfucker,,,sexual,2.8,Severe
mother effer,motherfucker,,,sexual,2.2,Strong
mother fuck,motherfucker,,,sexual,2.8,Severe
mother fuck you,motherfucker,,,sexual,2.6,Severe
mother fucka,motherfucker,,,sexual,2.8,Severe
mother fucker,motherfucker,,,sexual,3.0,Severe
mother fuckers,motherfucker,,,sexual,3.0,Severe
mother fucking,motherfucker,,,sexual,3.0,Severe
mothercker,motherfucker,,,sexual,2.2,Strong
motherf@kka,motherfucker,,,sexual,2.6,Severe
motherfacking,motherfucker,,,sexual,2.4,Strong
motherfcked,motherfucker,,,sexual,2.8,Severe
motherfckin,motherfucker,,,sexual,3.0,Severe
motherfcking,motherfucker,,,sexual,3.0,Severe
motherfcks,motherfucker,,,sexual,2.8,Severe
motherfckshit,motherfucker,shit,,sexual,2.8,Severe
motherfecka,motherfucker,,,sexual,2.4,Strong
motherfecker,motherfucker,,,sexual,2.8,Severe
motherfk,motherfucker,,,sexual,2.8,Severe
motherfucca,motherfucker,,,sexual,2.6,Severe
motherfuccas,motherfucker,,,sexual,3.0,Severe
motherfuccers,motherfucker,,,sexual,3.0,Severe
motherfuck,motherfucker,,,sexual,2.4,Strong
motherfucked,motherfucker,,,sexual,3.0,Severe
motherfuckeds,motherfucker,,,sexual,3.0,Severe
motherfucker,motherfucker,,,sexual,3.0,Severe
motherfuckers,motherfucker,,,sexual,2.8,Severe
motherfuckin,motherfucker,,,sexual,2.6,Severe
motherfucking,motherfucker,,,sexual,2.8,Severe
motherfuckings,motherfucker,,,sexual,2.8,Severe
motherfuckingshit,motherfucker,shit,,sexual,2.8,Severe
motherfuckins,motherfucker,,,sexual,2.8,Severe
motherfuckka,motherfucker,,,sexual,3.0,Severe
motherfuckkas,motherfucker,,,sexual,3.0,Severe
motherfuckkers,motherfucker,,,sexual,3.0,Severe
motherfucks,motherfucker,,,sexual,3.0,Severe
motherfukka,motherfucker,,,sexual,3.0,Severe
motherfukker,motherfucker,,,sexual,3.0,Severe
motherfukkings,motherfucker,,,sexual,2.6,Severe
motherfvck,motherfucker,,,sexual,2.6,Severe
motherfvcked,motherfucker,,,sexual,2.6,Severe
motherfvckeds,motherfucker,,,sexual,2.2,Strong
motherfvcker,motherfucker,,,sexual,3.0,Severe
motherfvckers,motherfucker,,,sexual,2.8,Severe
motherfvcking,motherfucker,,,sexual,2.8,Severe
motherfxck,motherfucker,,,bad language,2.4,Strong
motherfxcking,motherfucker,,,sexual,2.6,Severe
mothfck,motherfucker,,,sexual,2.6,Severe
mothter fuck,motherfucker,,,sexual,3.0,Severe
mtherfuker,motherfucker,,,sexual,3.0,Severe
mthrfcker,motherfucker,,,sexual,2.6,Severe
muddafukkas,motherfucker,,,sexual,3.0,Severe
mudderfuk,motherfucker,,,sexual,2.2,Strong
mudderfukker,motherfucker,,,sexual,2.6,Severe
mufdive,muff,,,sexual,1.8,Strong
mufdivin,muff,,,sexual,2.8,Severe
muff,muff,,,sexual,1.4,Mild
muffdiving,muff,,,sexual,2.0,Strong
muffdivings,muff,,,sexual,2.2,Strong
muffindivin,muff,,,sexual,1.8,Strong
muffindiving,muff,,,sexual,1.8,Strong
muhfucking,motherfucker,,,sexual,2.4,Strong
mushroom tip,mushroom tip,,,sexual,1.4,Mild
mutha fucka,motherfucker,,,sexual,2.8,Severe
mutha fucker,motherfucker,,,sexual,2.4,Strong
muthafecker,motherfucker,,,sexual,2.8,Severe
muthafeckers,motherfucker,,,sexual,3.0,Severe
muthafucka,motherfucker,,,sexual,2.8,Severe
muthafuckers,motherfucker,,,sexual,3.0,Severe
muthafuckings,motherfucker,,,sexual,3.0,Severe
muthafuckker,motherfucker,,,sexual,3.0,Severe
muthafuckkers,motherfucker,,,sexual,2.8,Severe
muthafukka,motherfucker,,,sexual,3.0,Severe
mutherfucker,motherfucker,,,sexual,2.6,Severe
mutherfuckers,motherfucker,,,sexual,2.8,Severe
n0bhead,knob,,,sexual,1.6,Strong
n0bj0cky,knob,,,sexual,2.4,Strong
n1ckker,nigger,,,bad language,2.8,Severe
n1g3r,nigger,,,bad language,3.0,Severe
n1g3rz,nigger,,,bad language,3.0,Severe
n1gg@,nigger,,,bad language,3.0,Severe
n1gg@hs,niggger,,,bad language,2.8,Severe
n1gg3r,nigger,,,bad language,3.0,Severe
n1gg3rs,nigger,,,bad language,3.0,Severe
n1gga,nigger,,,bad language,2.4,Strong
n1ggah,nigger,,,bad language,2.8,Severe
n1ggahs,niggers,,,bad language,3.0,Severe
n1ggas,nigger,,,bad language,3.0,Severe
n1ggazes,nigger,,,bad language,3.0,Severe
n1gger,nigger,,,bad language,3.0,Severe
n1ggers,nigger,,,bad language,3.0,Severe
n1gguh,nigger,,,bad language,2.8,Severe
n3gro,negro,,,bad language,2.4,Strong
negga,nigger,,,bad language,2.8,Severe
neggar,nigger,,,bad language,2.8,Severe
negr0,negro,,,bad language,2.8,Severe
negro,negro,,,bad language,2.0,Strong
negroes,negro,,,bad language,2.6,Severe
negroid,negro,,,bad language,2.6,Severe
niccer,nigger,,,bad language,2.6,Severe
nicka,nigger,,,bad language,2.6,Severe
nickas,nigger,,,bad language,2.8,Severe
nicker,nigger,,,bad language,3.0,Severe
nickk3r,nigger,,,bad language,3.0,Severe
nickker,nigger,,,bad language,3.0,Severe
nig,nigger,,,bad language,3.0,Severe
nig-nog,nigger,,,bad language,2.8,Severe
niga,nigger,,,bad language,2.6,Severe
nigah,nigger,,,bad language,2.8,Severe
nigasses,nigger,ass,,bad language,3.0,Severe
nigers,nigger,,,bad language,3.0,Severe
nigg@,nigger,,,bad language,2.8,Severe
nigg@hs,nigger,,,bad language,2.8,Severe
nigg@s,nigger,,,bad language,2.8,Severe
nigg@z,nigger,,,bad language,2.6,Severe
nigg@zzes,nigger,,,bad language,2.8,Severe
nigg3r,nigger,,,bad language,3.0,Severe
nigg3rs,nigger,,,bad language,3.0,Severe
nigg4h,nigger,,,bad language,3.0,Severe
nigg4hs,nigger,,,bad language,2.8,Severe
nigga,nigger,,,bad language,2.8,Severe
nigga lover,nigger,,,bad language,3.0,Severe
niggah,nigger,,,bad language,2.8,Severe
niggahs,nigger,,,bad language,2.2,Strong
niggahz,nigger,,,bad language,3.0,Severe
niggas,nigger,,,bad language,2.8,Severe
niggass,nigger,ass,,bad language,2.6,Severe
niggaz,nigger,,,bad language,2.2,Strong
niggazzes,nigger,,,bad language,2.8,Severe
nigger,nigger,,,bad language,3.0,Severe
nigger lover,nigger,,,bad language,3.0,Severe
niggers,nigger,,,bad language,3.0,Severe
niggerz,nigger,,,bad language,3.0,Severe
niggir,nigger,,,bad language,3.0,Severe
niggress,nigger,,,bad language,3.0,Severe
nigguh,nigger,,,bad language,2.8,Severe
nigguhs,nigger,,,bad language,3.0,Severe
nigguhz,nigger,,,bad language,3.0,Severe
niglet,nigger,,,bad language,3.0,Severe
nignigs,nigger,,,bad language,3.0,Severe
nignog,nigger,,,bad language,2.8,Severe
nigra,nigger,,,bad language,2.8,Severe
nigre,nigger,nigga,,bad language,3.0,Severe
nigs,nigger,,,bad language,2.8,Severe
niguh,nigger,,,bad language,2.8,Severe
nikk3r,nigger,,,bad language,3.0,Severe
nikkas,nigger,,,bad language,3.0,Severe
nikker,nigger,,,bad language,2.8,Severe
nip,nipple,,,sexual,2.0,Strong
nob jockey,knob,,,sexual,2.2,Strong
nob jokeys,knob,,,sexual,1.8,Strong
nobbyhead,knob,,,sexual,1.4,Mild
nobhead,knob,,,sexual,1.6,Strong
nobheads,knob,,,sexual,1.4,Mild
nobj0key,knob,,,sexual,1.8,Strong
nobjockies,knob,,,sexual,1.8,Strong
nobjocky,knob,,,sexual,2.4,Strong
nobjokey,knob,,,sexual,2.0,Strong
nobjokeys,knob,,,sexual,1.8,Strong
nobs,knob,,,sexual,1.2,Mild
nonce,nonce,,,bad language,1.4,Mild
nuckas,nigger,,,bad language,2.6,Severe
nuggets,nigger,,,bad language,1.2,Mild
nut butter,nut butter,,,violence / violence,1.4,Mild
