text,canonical_form_1,canonical_form_2,canonical_form_3,category_1,severity_rating,severity_description
support,support,,,stability,2.6,Severe
emotional well being,emotional,well being,,stability,2.6,Severe
relationship,relationship,,,stability,2.8,Severe
family values,family values,,,stability,2.8,Severe
family tradition,family tradition,,,stability,2.6,Severe
joy,joy,,,stability,1.0,Mild
family bond,family bond,,,stability,3.0,Severe
marriage,marriage,,,stability,2.0,Strong
home,home,,,stability,1.0,Mild
kindness,kindness,,,stability,1.0,Mild
guide,guide,,,stability,1.0,Mild
teach,teach,,,stability,1.0,Mild
peace,peace,,,stability,1.0,Mild
secure,secure,,,stability,1.0,Mild
calm,calm,,,stability,1.0,Mild
balance,balance,,,stability,1.6,Strong
growth,growth,,,stability,1.6,Strong
safe,safe,,,stability,1.0,Mild
share,share,,,stability,1.0,Mild
belonging,belonging,,,stability,1.6,Strong
wisdom,wisdom,,,stability,1.0,Mild
guidance,guidance,,,stability,1.8,Strong
learning,learning,,,stability,1.0,Mild
ethics,ethics,,,stability,3.0,Severe
